##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)","doi id(s)"
1997,Gymnopilus chrysopellus PR-1187 v1.0,Gymch1,1314804,47223541,18193,Y,N,N,,,,
1998,Corynespora cassiicola CCP v1.0,Corca1,59586,44846156,17166,Y,Y,N,,Lopez D et al. 2018,29551995,
1999,Lophium mytilinum CBS 269.34 v1.0,Lopmy1,390894,43412209,15153,Y,Y,N,,Haridas S et al. 2020,32206138,
2000,Ophiobolus disseminans CBS 113818 v1.0,Ophdi1,1469910,41683814,16027,Y,Y,N,,Haridas S et al. 2020,32206138,
2001,Coniochaeta ligniaria CBS 111746,Conli1,177197,43695863,12318,Y,N,N,,,,
2002,Macroventuria anomochaeta CBS 525.71 v1.0,Macan1,301207,33336106,12954,Y,Y,N,,Haridas S et al. 2020,32206138,
2003,Aaosphaeria arxii CBS 175.79 v1.0,Aaoar1,1450171,38901049,14203,Y,Y,N,,Haridas S et al. 2020,32206138,
2004,Phoma tracheiphila IPT5 v1.0,Photr1,1408161,34242632,13209,Y,Y,N,,Haridas S et al. 2020,32206138,
2005,Trichosporon oleaginosus IBC0246 v1.0,Triol1,879819,19835558,8322,Y,Y,N,,Kourist R et al. 2015,26199329,
2006,Phanerochaete chrysosporium RP-78 v2.2,Phchr2,2822231,35149519,13602,Y,Y,N,,Ohm RA et al. 2014,24853079,
2007,Amniculicola lignicola CBS 123094 v1.0,Amnli1,1392246,49576578,15590,Y,Y,N,,Haridas S et al. 2020,32206138,
2008,Karstenula rhodostoma CBS 690.94 v1.0,Karrh1,1392251,45074449,15043,Y,Y,N,,Haridas S et al. 2020,32206138,
2009,Sporobolomyces linderae CBS 7893 v1.0,Spoli1,1397324,18244034,9062,Y,N,N,,,,
2010,Tritirachium sp. CBS 265.96 v1.0,Trisp1,1055551,18890683,7254,Y,N,N,,,,
2011,Agaricostilbum hyphaenes  ATCC MYA-4628 v1.0,Agahy1,44565,17894169,7746,Y,N,N,,,,
2012,Cystobasidium minutum MCA 4210 v1.0,Rhomi1,1397322,20824934,7814,Y,Y,N,,Camiolo S et al. 2019,30264407,
2013,Heterogastridium pycnidioideum ATCC MYA-4631 v1.0,Hetpy1,1397325,17579447,7658,Y,N,N,,,,
2014,Naiadella fluitans ATCC 64713 v1.0,Naifl1,1397326,52667713,13270,Y,N,N,,,,
2015,Tilletiaria anomala UBC 951 v1.0,Tilan2,1037660,18704010,6810,Y,Y,N,,Toome M et al. 2014,24926052,
2016,Gyrodon lividus BX v1.0,Gyrli1,85971,43048674,11779,Y,Y,N,,Miyauchi S et al. 2020,33046698,
2017,Thielavia antarctica CBS 123565 v1.0,Thian1,1450529,40662258,9204,Y,N,N,,,,
2018,Ramaria rubella (R. acris) UT-36052-T v1.0,Ramac1,1314676,105462249,19287,Y,Y,N,,Miyauchi S et al. 2020,33046698,
2019,Cadophora sp. DSE1049 v1.0,Cadsp1,1485229,70459101,22766,Y,Y,N,,Knapp DG et al. 2018,29679020,
2020,Saccharata proteae CBS 121410 v1.0,Sacpr1,131308,31432921,9234,Y,Y,N,,Haridas S et al. 2020,32206138,
2021,Aspergillus niger NRRL3,Aspni_NRRL3_1,1451139,35245396,11846,Y,Y,N,,Vesth TC et al. 2018~Aguilar-Pontes MV et al. 2018,30349117 30425417,
2022,Pycnoporus sanguineus CIRM-BRFM 1264 v1.0,Pycsa1,158606,36037304,14165,Y,Y,N,,Miyauchi S et al. 2020,32531032,
2023,Penicillium brevicompactum AgRF18 v1.0,PenbrAgRF18_1,5074,31680764,12343,Y,N,N,,,,
2024,Penicillium janthinellum ATCC 10455 v1.0,Penja1,5079,35149264,12098,Y,N,N,,,,
2025,Morchella importuna CCBAS932 v1.0,Morco1,1174673,48213273,11600,Y,Y,N,,Murat C et al. 2018,30420746,
2026,Penicillium raistrickii ATCC 10490 v1.0,Penra1,69783,31444823,11368,Y,N,N,,,,
2027,Talaromyces marneffei ATCC 18224,Talma1_2,441960,28643865,10638,Y,Y,N,,Nierman WC et al. 2015,25676766,
2028,Talaromyces aculeatus ATCC 10409 v1.0,Penac1,1392253,37268618,13793,Y,N,N,,,,
2029,Thielavia appendiculata CBS 731.68 v1.0,Thiap1,1384585,32737472,11942,Y,N,N,,,,
2030,Thielavia hyrcaniae CBS 757.83 v1.0,Thihy1,1384584,31183862,11338,Y,N,N,,,,
2031,Trematosphaeria pertusa CBS 122368 v1.0,Trepe1,390896,47745773,17306,Y,Y,N,,Haridas S et al. 2020,32206138,
2032,Schizopora paradoxa KUC8140 v1.0,Schpa1,27342,44406206,17098,Y,Y,N,,Min B et al. 2015,26188242,
2033,Leucogyrophana mollusca KUC20120723A-06 v1.0,Leumo1,85980,35193237,14619,Y,Y,N,,Wu G et al. 2022,34767630,
2034,Thielavia arenaria CBS 508.74 v1.0,Thiar1,1384583,30991681,10954,Y,N,N,,,,
2035,Auricularia subglabra v2.0,Aurde3_1,717982,76853599,25459,Y,Y,N,,Floudas D et al. 2012,22745431,
2036,Aspergillus niger ATCC 1015 v4.0,Aspni7,380704,34853277,11910,Y,Y,N,,Andersen MR et al. 2011,21543515,
2037,Rozella allomycis CSF55,Rozal1_1,988480,11859274,6350,Y,Y,N,,James TY et al. 2013,23932404,
2038,Talaromyces stipitatus ATCC 10500,Talst1_2,441959,35685443,13252,Y,Y,N,,Nierman WC et al. 2015,25676766,
2039,Enterocytozoon bieneusi H348,Entbi1,481877,3860738,3632,Y,Y,N,,Akiyoshi DE et al. 2009,19132089,
2040,Malassezia sympodialis ATCC 42132,Malsy1_1,1230383,7669689,3517,Y,Y,N,,Gioti A et al. 2013,23341551,
2041,Pseudozyma antarctica T-34,Psean1_1,1151754,18065590,6640,Y,Y,N,,Morita T et al. 2013,23558529,
2042,Nosema ceranae BRL01,Nosce1,578460,7860219,2060,Y,Y,N,,Cornman RS et al. 2009~Chen YP et al. 2009,19503607 19457054,
2043,Penicillium chrysogenum Wisconsin 54-1255,PenchWisc1_1,500485,32223735,13671,Y,Y,N,,van den Berg MA et al. 2008,18820685,
2044,Aspergillus kawachii IFO 4308,Aspka1_1,1033177,36544702,11475,Y,Y,N,,Futagami T et al. 2011,22045919,
2045,Penicillium oxalicum 114-2,Penox1,933388,30177368,9979,Y,Y,N,,Liu G et al. 2013,23383313,
2046,Ascocoryne sarcoides NRRL50072,Ascsa1,1016881,34170264,10672,Y,Y,N,,Gianoulis TA et al. 2012,22396667,
2047,Choiromyces venosus 120613-1 v1.0,Chove1,1336337,126035033,17986,Y,Y,N,,Murat C et al. 2018,30420746,
2048,Dendrothele bispora CBS 962.96 v1.0,Denbi1,1314803,130650616,33645,Y,Y,N,,Varga T et al. 2019,30886374,
2049,Dothidotthia symphoricarpi v1.0,Dotsy1,1392245,34433519,11790,Y,Y,N,,Haridas S et al. 2020,32206138,
2050,Exobasidium vaccinii MPITM v1.0,Exova1,1314671,16990195,7453,Y,N,N,,,,
2051,Fibulorhizoctonia psychrophila CBS 109695 v1.0,Fibsp1,436010,95125689,32946,Y,Y,N,,Nagy LG et al. 2016,26659563,
2052,Moniliophthora perniciosa FA553,Monpe1_1,554373,18411357,13560,Y,Y,N,,Mondego JM et al. 2008,19019209,
2053,Aspergillus fumigatus A1163,Aspfu_A1163_1,451804,29205420,9916,Y,Y,N,,Fedorova ND et al. 2008~Nierman WC et al. 2005~Ronning CM et al. 2005~Joardar V et al. 2012,18404212 16372009 16499415 23234273,
2054,Arthroderma benhamiae CBS 112371,Artbe1,663331,22224160,7980,Y,Y,N,,Burmester A et al. 2011,21247460,
2055,Trichophyton verrucosum HKI 0517,Triver1,663202,22540967,8024,Y,Y,N,,Burmester A et al. 2011,21247460,
2056,Encephalitozoon hellem ATCC 50504,Enche1,907965,2251784,1847,Y,Y,N,,Pombert JF et al. 2012,22802648,
2057,Macrophomina phaseolina MS6,Macph1,1126212,48882845,13806,Y,Y,N,,Islam MS et al. 2012,22992219,
2058,Schizosaccharomyces cryophilus OY26,Schcy1,653667,11556809,5180,Y,Y,N,,Rhind N et al. 2011,21511999,
2059,Schizosaccharomyces octosporus yFS286,Schoc1,483514,11634473,4986,Y,Y,N,,Rhind N et al. 2011,21511999,
2060,Monacrosporium haptotylum CBS 200.50,Monha1,1284197,39531920,10959,Y,Y,N,,Meerupati T et al. 2013~Andersson KM et al. 2013,24244185 23770896,10.1371/journal.pgen.1003909
2061,Cordyceps militaris CM01,Cormi1,983644,32268578,9651,Y,Y,N,,Zheng P et al. 2011,22112802,
2062,Encephalitozoon romaleae SJ-2008,Encro1,1178016,2187595,1831,Y,Y,N,,Pombert JF et al. 2012,22802648,
2063,Rhizopus microsporus var. chinensis CCTCC M201021,Rhich1,1271458,45739792,17676,Y,Y,N,,Wang D et al. 2013,23516228,
2064,Arthrobotrys oligospora ATCC 24927,Artol1,756982,40072829,11479,Y,Y,N,,Yang J et al. 2011,21909256,
2065,Verticillium alfalfae VaMs.102,Veral1,27335,32833495,10221,Y,Y,N,,Klosterman SJ et al. 2011,21829347,
2066,Fibroporia radiculosa TFFH 294,Fibra1,1078123,28378039,9262,Y,Y,N,,Tang JD et al. 2012,22247176,
2067,Schizosaccharomyces japonicus yFS275,Schja1,402676,11733154,4878,Y,Y,N,,Rhind N et al. 2011,21511999,
2068,Sporisorium reilianum SRZ2,Spore1,999809,18386378,6648,Y,Y,N,,Schirawski J et al. 2010,21148393,
2069,Encephalitozoon intestinalis ATCC 50506,Encin1,876142,2216898,1833,Y,Y,N,,Corradi N et al. 2010,20865802,
2070,Trichoderma citrinoviride TUCIM 6016 v4.0,Trici4,58853,33215161,9737,Y,Y,N,,Druzhinina IS et al. 2018,29630596,
2071,Trichoderma longibrachiatum ATCC 18648 v3.0,Trilo3,5548,32238325,10938,Y,Y,N,,Druzhinina IS et al. 2018,29630596,
2072,Sporormia fimetaria v1.0,Spofi1,1340428,25892244,10783,Y,Y,N,,Haridas S et al. 2020,32206138,
2073,Pseudozyma hubeiensis SY62,Psehu1,1305764,18442938,7472,Y,Y,N,,Konishi M et al. 2013,23814110,
2074,Rhizoctonia solani AG-1 IB,Rhiso1,1108050,47658641,15157,Y,Y,N,,Wibberg D et al. 2013,23280342,
2075,Lentinus tigrinus ALCF2SS1-6 v1.0,Lenti6_1,1328759,39878053,15581,Y,Y,N,,Wu B et al. 2018,30398645,
2076,Calocera viscosa v1.0,Calvi1,1330018,29097227,12378,Y,Y,N,,Nagy LG et al. 2016,26659563,
2077,Sistotremastrum niveocremeum HHB9708 ss-1 1.0,Sisni1,1314777,35361098,13080,Y,Y,N,,Nagy LG et al. 2016,26659563,
2078,Lentinus tigrinus ALCF2SS1-7 v1.0,Lenti7_1,1328758,39530113,15380,Y,Y,N,,Wu B et al. 2018,30398645,
2079,Lentinus tigrinus v1.0,Sisbr1,5365,39762478,15653,Y,N,N,,,,
2080,Beauveria bassiana ARSEF 2860,Beaba1,655819,33693936,10364,Y,Y,N,,Xiao G et al. 2012,22761991,
2081,Glarea lozoyensis ATCC 20868,Glalo1,1116229,39509734,13083,Y,Y,N,,Chen L et al. 2013,23688303,
2082,Uncinocarpus reesii UAMH 1704,Uncre1,336963,22327935,7798,Y,Y,N,,Sharpton TJ et al. 2009,19717792,
2083,Schizophyllum commune H4-8 v3.0,Schco3,5334,38670379,16319,Y,Y,N,,Marian IM et al. 2022~Ohm RA et al. 2010,35604096 20622885,
2084,Pyronema confluens CBS100304,Pyrco1,1076935,50026054,13367,Y,Y,N,,Traeger S et al. 2013,24068976,
2085,Paracoccidioides brasiliensis Pb03,Parbr1,482561,29059745,7876,Y,Y,N,,Desjardins CA et al. 2011,22046142,
2086,Encephalitozoon cuniculi GB-M1,Enccu1,284813,2497519,1996,Y,Y,N,,Peyretaillade E et al. 2009~Katinka MD et al. 2001,20003517 11719806,
2087,Puccinia striiformis f. sp. tritici PST-130 ,Pucst1,875184,64782816,18021,Y,Y,N,,Cantu D et al. 2011,21909385,
2088,Wallemia ichthyophaga EXF-994,Walic1,1299270,9655632,4863,Y,Y,N,,Zajc J et al. 2013,24034603,
2089,Phaeoacremonium aleophilum UCRPA7,Phaal1,1286976,47465449,8834,Y,Y,N,,Blanco-Ulate B et al. 2013,23814032,
2090,Eutypa lata UCREL1,Eutla1,1287681,54005819,11685,Y,Y,N,,Blanco-Ulate B et al. 2013,23723393,
2091,Metarhizium acridum CQMa 102,Metac1,655827,39422329,9849,Y,Y,N,,Gao Q et al. 2011,21253567,
2092,Penicillium digitatum PHI26,Pendi1,1170229,25956151,9118,Y,Y,N,,Marcet-Houben M et al. 2012,23171342,
2093,Fusarium fujikuroi IMI 58289,Fusfu1,1279085,43832314,14813,Y,Y,N,,Wiemann P et al. 2013,23825955,
2094,Grosmannia clavigera kw1407,Grocl1,655863,29794006,8312,Y,Y,N,,DiGuistini S et al. 2011,21262841,
2095,Coccidioides immitis RS ,Cocim1,246410,28947925,9910,Y,Y,N,,Sharpton TJ et al. 2009,19717792,
2096,Gymnascella citrina v1.1,Gymci1_1,37245,25160636,9779,Y,N,N,,,,
2097,Xylona heveae TC161 v1.0,Xylhe1,1328760,24337763,8205,Y,Y,N,,Gazis R et al. 2016,26693682,
2098,Monascus purpureus v1.0,Monpu1,1149898,23439871,8918,Y,N,N,,,,
2099,Sodiomyces alkalinus v1.0,Sodal1,1302862,43450096,9411,Y,Y,N,,Grum-Grzhimaylo AA et al. 2018,30368956,
2100,Anthostoma avocetta NRRL 3190 v1.0,Antav1,1405086,56234513,15755,Y,N,N,,,,
2101,Saccharomyces cerevisiae YB210 v1.0,SacceYB210_1,4932,11803935,5994,Y,N,N,,,,
2102,Lophiostoma macrostomum v1.0,Lopma1,1314788,42577411,16160,Y,Y,N,,Haridas S et al. 2020,32206138,
2103,Gymnascella aurantiaca v1.0,Gymau1,1149896,25350464,9106,Y,N,N,,,,
2104,Atractiellales rhizophila PMI 95 v2.0,Atrsp2,1938712,51470471,17606,Y,N,N,,,,
2105,Dissoconium aciculare v1.0,Disac1,1314786,26537235,10299,Y,Y,N,,Haridas S et al. 2020,32206138,
2106,Neofusicoccum parvum UCRNP2,Neopa1,1287680,42592847,10366,Y,Y,N,,Blanco-Ulate B et al. 2013,23766404,
2107,Piedraia hortae CBS 480.64 v1.1,Pieho1_1,147573,16946159,7572,Y,Y,N,,Haridas S et al. 2020,32206138,
2108,Antonospora locustae HM-2013,Antlo1,1284279,6074860,2606,Y,Y,N,,Slamovits CH et al. 2004~Corradi N et al. 2007,15186746 18060071,
2109,Nematocida parisii ERTm1,Nempa1,881290,4071346,2661,Y,Y,N,,Cuomo CA et al. 2012,22813931,
2110,Wilcoxina mikolae CBS 423.85 v1.0,Wilmi1,43439,117288895,13093,Y,Y,N,,Miyauchi S et al. 2020,33046698,
2111,Backusella circina FSU 941 v1.0,Bacci1,64653,48648288,17039,Y,Y,N,,Amses KR et al. 2022,36037379,
2112,Colletotrichum graminicola M1.001,Colgr1,645133,51604658,12006,Y,Y,N,,O'Connell RJ et al. 2012,22885923,
2113,Schizophyllum commune Loenen D v1.0,Schco_LoeD_1,1314666,35882427,13827,Y,Y,N,,Marian IM et al. 2022,35604096,
2114,Schizophyllum commune Tattone D v1.0,Schco_TatD_1,1314663,36458910,15199,Y,Y,N,,Marian IM et al. 2022,35604096,
2115,Penicillium brevicompactum 1011305 v2.0,Penbr2,5074,32114150,11536,Y,N,N,,,,
2116,Microsporum canis CBS 113480,Micca1,554155,23241642,8915,Y,Y,N,,Martinez DA et al. 2012,22951933,
2117,Histoplasma capsulatum NAm1,Hisca1,2059318,32988475,9251,Y,Y,N,,Sharpton TJ et al. 2009,19717792,
2118,Trichophyton rubrum CBS 118892,Triru1,559305,22502330,8707,Y,Y,N,,Martinez DA et al. 2012,22951933,
2119,Zopfia rhizophila v1.0,Zoprh1,160035,152781427,21730,Y,Y,N,,Haridas S et al. 2020,32206138,
2120,Rhizopus microsporus var. microsporus ATCC52813 v1.0,Rhimi1_1,1340429,25972395,10905,Y,Y,N,,Mondo SJ et al. 2017,29184190,
2121,Exidia glandulosa v1.0,Exigl1,5219,78171509,26765,Y,Y,N,,Nagy LG et al. 2016,26659563,
2122,Pleomassaria siparia v1.0,Plesi1,100044,43176591,13486,Y,Y,N,,Haridas S et al. 2020,32206138,
2123,Macrolepiota fuliginosa MF-IS2 v1.0,Macfu1,1400762,46396944,15801,Y,Y,N,,Ruiz-Dueñas FJ et al. 2021,33211093,
2124,Phlegmacium glaucopus AT 2004 276 v2.0,Corgl3,1149754,63450306,20377,Y,Y,N,,Miyauchi S et al. 2020,33046698,
2125,Chalara longipes BDJ v1.0,Chalo1,1379296,52432785,19765,Y,Y,N,,Barbi F et al. 2020,31760680,
2126,Viridothelium virens v1.0,Tryvi1,1048519,32160005,11858,Y,Y,N,,Haridas S et al. 2020,32206138,
2127,Calocera cornea v1.0,Calco1,1353952,33244933,13177,Y,Y,N,,Nagy LG et al. 2016,26659563,
2128,Penicillium expansum ATCC 24692 v1.0,Penex1,27334,32451619,11807,Y,N,N,,,,
2129,Trichaptum abietinum v1.0,Triab1_1,1356356,40609032,14978,Y,N,N,,,,
2130,Penicillium canescens ATCC 10419 v1.0,Penca1,5083,33260822,12374,Y,N,N,,,,
2131,Penicillium bilaiae ATCC 20851 v1.0,Penbi1,69765,37537715,13606,Y,N,N,,,,
2132,Coprinopsis cinerea AmutBmut pab1-1 v1.0,Copci_AmutBmut1,1132390,34118803,,Y,Y,N,,Muraguchi H et al. 2015,26510163,
2133,Penicillium glabrum DAOM 239074 v1.0,Pengl1,69773,33163077,12328,Y,N,N,,,,
2134,Penicillium fellutanum ATCC 48694 v1.0,Penfe1,70095,30197732,11300,Y,N,N,,,,
2135,Penicillium lanosocoeruleum ATCC 48919 v1.0,Penla1,1346256,29053594,10698,Y,N,N,,,,
2136,Volvariella volvacea V23,Volvo1,706473,35720033,11084,Y,Y,N,,Bao D et al. 2013,23526973,
2137,Rhizophagus irregularis DAOM 181602 v1.0,Gloin1,747089,91083792,30282,Y,Y,N,,Tisserant E et al. 2013,24277808,
2138,Patellaria atrata v1.0,Patat1,1346257,28693344,9794,Y,Y,N,,Haridas S et al. 2020,32206138,
2139,Lichtheimia hyalospora v1.0,Lichy1,420593,33282407,12062,Y,N,N,,,,
2140,Lindra thalassiae JK4322 v1.0,Linth1,45816,31924598,8029,Y,N,N,,,,
2141,Pneumocystis jirovecii,Pneji1,42068,8152515,3520,Y,Y,N,,Cissé OH et al. 2012,23269827,
2142,Taphrina deformans,Tapde1_1,1097556,13364053,4609,Y,Y,N,,Cissé OH et al. 2013,23631913,
2143,Antrodia sinuosa LB1 v1.0,Antsi1,1333626,30168058,11327,Y,N,N,,,,
2144,Aureobasidium pullulans var. melanogenum CBS 110374,Aurpu_var_mel1,1043003,26203324,10594,Y,Y,N,,Gostin?ar C et al. 2014,24984952,
2145,Aureobasidium pullulans var. namibiae CBS 147.97,Aurpu_var_nam1,1043004,25428601,10266,Y,Y,N,,Gostin?ar C et al. 2014,24984952,
2146,Cylindrobasidium torrendii FP15055 v1.0,Cylto1,394432,31574086,13940,Y,Y,N,,Floudas D et al. 2015,25683379,
2147,Peniophora sp. v1.0,Ricme1,40463,46030792,18952,Y,Y,N,,Nagy LG et al. 2016,26659563,
2148,Melanomma pulvis-pyrius v1.0,Melpu1,100047,42094923,15881,Y,Y,N,,Haridas S et al. 2020,32206138,
2149,Omphalotus olearius,Ompol1,1128401,28145093,8171,Y,Y,N,,Wawrzyn GT et al. 2012,22726691,
2150,Aspergillus niger CBS 513.88,Aspni_DSM_1,425011,33975768,14097,Y,Y,N,,Pel HJ et al. 2007,17259976,
2151,Aulographum hederae v2.0,Aulhe2,1176130,31983478,12127,Y,Y,N,,Haridas S et al. 2020,32206138,
2152,Neurospora crassa OR74A v2.0,Neucr2,367110,41037538,10785,Y,Y,N,,Galagan JE et al. 2003,12712197,
2153,Tricholoma matsutake 945 v3.0,Trima3,40145,175759688,22885,Y,Y,N,,Miyauchi S et al. 2020,33046698,
2154,Meliniomyces bicolor E v2.0,Melbi2,2482752,82384847,18619,Y,Y,N,,Martino E et al. 2018,29315638,
2155,Lepidopterella palustris v1.0,Leppa1,741139,45668136,13870,Y,Y,N,,Peter M et al. 2016,27601008,
2156,Polychaeton citri v1.0,Polci1,705562,27207581,10582,Y,Y,N,,Haridas S et al. 2020,32206138,
2157,Cenococcum geophilum 1.58 v2.0,Cenge3,794803,177557160,14748,Y,Y,N,,Peter M et al. 2016,27601008,
2158,Sistotremastrum suecicum v1.0,Sissu1,467971,33857913,13657,Y,Y,N,,Nagy LG et al. 2016,26659563,
2159,Aureobasidium pullulans var. pullulans EXF-150,Aurpu_var_pul1,5580,29621078,11866,Y,Y,N,,Gostin?ar C et al. 2014,24984952,
2160,Pichia pastoris,Picpa1,644223,9216378,5040,Y,Y,N,,De Schutter K et al. 2009,19465926,
2161,Debaryomyces hansenii CBS 767,Debha1,284592,12152486,6272,Y,Y,N,,Sacerdot C et al. 2008~Dujon B et al. 2004,18673395 15229592,
2162,Kluyveromyces lactis,Klula1,284590,10689156,5076,Y,Y,N,,Dujon B et al. 2004,15229592,
2163,Pycnoporus coccineus CIRM-BRFM 310 v1.0,Pycco1,158605,32757930,12690,Y,Y,N,,Miyauchi S et al. 2020,32531032,
2164,Neolentinus lepideus v1.0,Neole1,1314782,35640188,13164,Y,Y,N,,Nagy LG et al. 2016,26659563,
2165,Laetiporus sulphureus var. sulphureus v1.0,Laesu1,5630,39916888,13774,Y,Y,N,,Nagy LG et al. 2016,26659563,
2166,Polyporus arcularius v1.0,Polar1,1314778,43452342,17525,Y,Y,N,,Varga T et al. 2019,30886374,
2167,Cerrena unicolor v1.1,Cerun2,1142151,36004620,12966,Y,N,N,,,,
2168,Meliniomyces variabilis F v1.0,Melva1,1149755,55857776,20389,Y,Y,N,,Martino E et al. 2018,29315638,
2169,Fistulina hepatica v1.0,Fishe1,1128425,33847808,11244,Y,Y,N,,Floudas D et al. 2015,25683379,
2170,Daedalea quercina v1.0,Daequ1,1314783,32736329,12199,Y,Y,N,,Nagy LG et al. 2016,26659563,
2171,Lentithecium fluviatile v1.0,Lenfl1,690899,54688705,16742,Y,Y,N,,Haridas S et al. 2020,32206138,
2172,Saccharomyces cerevisiae M3838 v1.0,SacceM3838_1,1162673,11571570,5991,Y,Y,N,,Brown SD et al. 2013,23792743,
2173,Saccharomyces cerevisiae M3837 v1.0,SacceM3837_1,1162672,11530290,5969,Y,Y,N,,Brown SD et al. 2013,23792743,
2174,Saccharomyces cerevisiae M3707 Dikaryon,SacceM3707_1,1149757,11509707,5974,Y,Y,N,,Brown SD et al. 2013,23792743,
2175,Saccharomyces cerevisiae M3839 v1.0,SacceM3839_1,1162674,11550170,5989,Y,Y,N,,Brown SD et al. 2013,23792743,
2176,Saccharomyces cerevisiae M3836 v1.0,SacceM3836_1,1162671,11532651,5984,Y,Y,N,,Brown SD et al. 2013,23792743,
2177,Dioszegia cryoxerica ANT03-071 v1.0,Diocr1,603311,39520995,15948,Y,N,N,,,,
2178,Sclerotinia sclerotiorum v1.0,Sclsc1,665079,38330212,14503,Y,Y,N,,Amselem J et al. 2011,21876677,
2179,Cucurbitaria berberidis CBS 394.84 v1.0,Cucbe1,45142,32905402,12439,Y,Y,N,,Haridas S et al. 2020,32206138,
2180,Schizosaccharomyces pombe,Schpo1,4896,12611948,5134,Y,Y,N,,Wood V et al. 2002~Wood V et al. 2012,11859360 22039153,
2181,Yarrowia lipolytica (strain CLIB122),Yarli1,284591,20502981,6447,Y,Y,N,,Dujon B et al. 2004,15229592,
2182,Aspergillus clavatus NRRL 1 from AspGD,Aspcl1,344612,27859441,9121,Y,Y,N,,Arnaud MB et al. 2012,22080559,
2183,Aspergillus flavus NRRL3357,Aspfl1,332952,36790245,12604,Y,Y,N,,Arnaud MB et al. 2012,22080559,
2184,Cyberlindnera jadinii NRRL Y-1542 v1.0,Cybja1,4903,13018415,6038,Y,Y,N,,Riley R et al. 2016,27535936,
2185,Ascobolus immersus RN42 v1.0,Ascim1,5191,59529874,17877,Y,Y,N,,Murat C et al. 2018,30420746,
2186,Symbiotaphrina kochii v1.0,Symko1,983144,24834845,10482,Y,N,N,,,,
2187,Umbelopsis ramanniana AG v1.0,Umbra1,41833,23077072,9931,Y,Y,N,,Amses KR et al. 2022,36037379,
2188,Myriangium duriaei CBS 260.36 v1.0,Myrdu1,147570,25685045,10685,Y,Y,N,,Haridas S et al. 2020,32206138,
2189,Glomerella acutata (Colletotrichum fioriniae MH 18) v1.0,Gloac1,710243,50035977,15777,Y,N,N,,,,
2190,Monascus ruber NRRL 1597 v1.0,Monru1,1155947,24798814,9650,Y,N,N,,,,
2191,Aplosporella prunicola CBS 121.167 v1.0,Aplpr1,462254,32818685,12579,Y,Y,N,,Haridas S et al. 2020,32206138,
2192,Ilyonectria europaea PMI82 v1.0,Ilysp1,1079114,63663791,22250,Y,Y,N,,Liao HL et al. 2019,30699306,
2193,Neosartorya fischeri NRRL 181,Neofi1,331117,32551711,10406,Y,Y,N,,Arnaud MB et al. 2012~Lonial S et al. 1997,22080559 9156256,
2194,Aspergillus terreus NIH 2624,Aspte1,341663,29331195,10406,Y,Y,N,,Arnaud MB et al. 2012,22080559,
2195,Aspergillus oryzae RIB40,Aspor1,510516,37882812,12030,Y,Y,N,,Arnaud MB et al. 2012~Machida M et al. 2005,22080559 16372010,
2196,Aspergillus fumigatus Af293 from AspGD,Aspfu1,330879,29388377,9781,Y,Y,N,,Nierman WC et al. 2005,16372009,
2197,Melanconium sp. NRRL 54901 v1.0,Melsp1,1155946,58516921,16656,Y,N,N,,,,
2198,Glomerella cingulata 23 (Colletotrichum gloeosporioides 23) v1.0,Gloci1,474922,58838139,18975,Y,N,N,,,,
2199,Aspergillus zonatus v1.0,Aspzo1,1073090,28924210,9886,Y,Y,N,,de Vries RP et al. 2017,28196534,
2200,Aspergillus glaucus v1.0,Aspgl1,1160497,27993362,11277,Y,Y,N,,de Vries RP et al. 2017,28196534,
2201,Hebeloma cylindrosporum h7 v2.0,Hebcy2,76867,38226047,15382,Y,Y,N,,Kohler A et al. 2015~Doré J et al. 2015~Doré J et al. 2017,25706625 26171947 28076886,
2202,Didymella exigua CBS 183.55 v1.0,Didex1,1150837,34389227,12394,Y,Y,N,,Haridas S et al. 2020,32206138,
2203,Aspergillus tubingensis v1.0,Asptu1,767770,35146149,12322,Y,Y,N,,de Vries RP et al. 2017,28196534,
2204,Aspergillus wentii v1.0,Aspwe1,1073089,31350635,12442,Y,Y,N,,de Vries RP et al. 2017,28196534,
2205,Amanita muscaria Koide v1.0,Amamu1,41956,40699759,18153,Y,Y,N,,Kohler A et al. 2015,25706625,
2206,Zasmidium cellare ATCC 36951 v1.0,Zasce1,1080233,38247703,16015,Y,Y,N,,Haridas S et al. 2020,32206138,
2207,Apiospora montagnei NRRL 25634 v1.0,Apimo1,335852,47671174,16992,Y,N,N,,,,
2208,Cladosporium fulvum v1.0,Clafu1,5499,61113266,14127,Y,Y,N,,de Wit PJ et al. 2012~Ohm RA et al. 2012,23209441 23236275,
2209,Fomitopsis pinicola FP-58527 SS1 v3.0,Fompi3,40483,41614358,13885,Y,Y,N,,Floudas D et al. 2012,22745431,
2210,Hypoxylon sp. CI-4A v1.0,HypCI4A_1,1001833,37704138,11712,Y,Y,N,,Wu W et al. 2017,28078400,
2211,Daldinia eschscholtzii EC12 v1.0,DalEC12_1,1001832,37551009,11173,Y,Y,N,,Wu W et al. 2017,28078400,
2212,Hypoxylon sp. CO27-5 v1.0,HypCO275_1,1001938,46585682,12256,Y,Y,N,,Wu W et al. 2017,28078400,
